,id_line,label,lemma,base,extent,scope,id_text,line
0,P224988.4,o i 1,gubi[bird]N,gu-bi{mušen},,,P224988,4
1,P224988.5,o i 2,u[bird]N,u₂{mušen},,,P224988,5
2,P224988.6,o i 3,esig[bird]N,u₂-sig{mušen},,,P224988,6
3,P225020.4,o i 1,hiz[vegetable]N,hi-iz{sar},,,P225020,4
4,P225020.5,o i 2,hizurbara[vegetable]N,hi-iz-ur-bar-ra{sar},,,P225020,5
5,P225020.6,o i 3,hiz[vegetable]N dug[good]V/i,hi-iz dug₃,,,P225020,6
6,P225024.3,o 1,dušia[stone]N,{na₄}du₈-ši-a,,,P225024,3
7,P225024.4,o 2,kišib[seal]N dušia[stone]N,{na₄}kišib du₈-ši-a,,,P225024,4
8,P225024.5,o 3,lagab[block]N dušia[stone]N,{na₄}lagab du₈-ši-a,,,P225024,5
9,P225027.4,o i 1,šagida[garment]N,{tug₂}šag₄-gi-dab₅,,,P225027,4
10,P225027.5,o i 2,šagida[garment]N su[red]V/i,{tug₂}šag₄-gi-dab₅ su₃,,,P225027,5
11,P225027.6,o i 3,šagida[garment]N gunu[speckled]V/i,{tug₂}šag₄-gi-dab₅ gun₃,,,P225027,6
12,P225070.3,o 1,kišib[seal]N zagin[lapis]N,{na₄}kišib za-gin₃,,,P225070,3
13,P225070.4,o 2,lagab[block]N zagin[lapis]N,{na₄}lagab za-gin₃,,,P225070,4
14,P225070.5,o 3,ellaŋ[bead]N zagin[lapis]N,{na₄}ellaŋ₂ za-gin₃,,,P225070,5
15,P225075.4,o i 1,šagadu[belt]N,{tug₂}šag₄-ga-du₃,,,P225075,4
16,P225075.5,o i 2,šagadu[belt]N x[NA]NA,{tug₂}šag₄-ga-du₃ x,,,P225075,5
17,P225075.6,o i 3,šagadu[belt]N x[NA]NA,{tug₂}šag₄-ga-du₃ x,,,P225075,6
18,P225111.3,,,,n,line,P225111,3
19,P225111.5,r 1,algameš[stone]N,{na₄}algameš(|SAL.HUB₂|),,,P225111,5
20,P225111.6,r 2,kišib[seal]N algameš[stone]N,{na₄}kišib algameš(|SAL.HUB₂|),,,P225111,6
21,P225111.7,r 3,lagab[block]N algameš[stone]N,{na₄}lagab algameš(|SAL.HUB₂|),,,P225111,7
22,P235724.3,o 1,siki[hair]N peš[comb]V/t,siki i°b₂-š·i,,,P235724,3
23,P235724.4,o 2,siki[hair]N peš[comb]V/t,siki i°b₂-š·i,,,P235724,4
24,P235724.5,o 3,siki[hair]N hi[mix]V/t,siki hi,,,P235724,5
25,P249315.4,,,,7,line,P249315,4
26,P249315.5,o i 8,na[stone]N Dimme[1]DN,na₄ {d}dim₃-me,,,P249315,5
27,P249315.6,o i 9,zibtum[stone?]N,{na₄}zi-ib-tum,,,P249315,6
28,P249315.7,o i 10,ayartum[cowrie?]N,{na₄}a-a-ar-tum,,,P249315,7
29,P249315.8,o i 11,yanipum[stone]N,{na₄}a-a-ni-pu-um,,,P249315,8
30,P249315.9,o i 12,na[stone]N aš[one]NU gun[load]N,na₄ aš gun₂,,,P249315,9
31,P249315.10,o i 13,na[stone]N ninnu[fifty]NU mana[unit]N,na₄ ninnu ma-na,,,P249315,10
32,P249315.11,o i 14,na[stone]N nimin[forty]NU mana[unit]N,na₄ nimin ma-na,,,P249315,11
33,P249315.12,o i 15,{na₄}x[NA]NA x[NA]NA,{na₄}x x,,,P249315,12
34,P249315.14,o ii 1,igi[eye]N x[NA]NA,{na₄}igi x,,,P249315,14
35,P249315.15,o ii 2,{na₄}x[NA]NA,{na₄}x,,,P249315,15
36,P249315.16,o ii 3,kišib[seal]N x[NA]NA,{na₄}kišib x,,,P249315,16
37,P249315.17,o ii 4,lagab[block]N x[NA]NA,{na₄}lagab x,,,P249315,17
38,P249315.18,o ii 5,ellaŋ[bead]N x[NA]NA,{na₄}ellaŋ₂ x,,,P249315,18
39,P249315.19,o ii 6,hašbar[stone]N,{na₄}haš₂-bar,,,P249315,19
40,P249315.20,o ii 7,bur[bowl]N zag[side]N,{na₄}bur zag,,,P249315,20
41,P249315.21,o ii 8,bur[bowl]N x-x[NA]NA,{na₄}bur x-x,,,P249315,21
42,P249315.22,o ii 9,bur[bowl]N marhali[stone]N,{na₄}bur mar-ha-lum,,,P249315,22
43,P249315.23,o ii 10,marhali[stone]N,{na₄}mar-ha-lum,,,P249315,23
44,P249315.24,o ii 11,kagina[stone]N,{na₄}ka-gi-na,,,P249315,24
45,P249315.25,o ii 12,kišib[seal]N kagina[stone]N,{na₄}kišib ka-gi-na,,,P249315,25
46,P249315.26,o ii 13,niŋ[thing]N kagina[stone]N,{na₄}niŋ₂ ka-gi-na,,,P249315,26
47,P249315.27,o ii 14,ellaŋ[bead]N kagina[stone]N,{na₄}ellaŋ₂ ka-gi-na,,,P249315,27
48,P249315.28,o ii 15,anzugulme[stone]N,{na₄}an-za-gul-me,,,P249315,28
49,P249315.29,o ii 16,kišib[seal]N anzugulme[stone]N,{na₄}kišib an-za-gul-me,,,P249315,29
50,P250103.2,o 1,na[stone]N IL₂[NA]NA,na₄ IL₂,,,P250103,2
51,P250103.3,o 2,zibtum[stone?]N,{na₄}zi-ib-tum,,,P250103,3
52,P250103.4,o 3,na[stone]N Dimme[1]DN,na₄ {d}dim₃-me,,,P250103,4
53,P250103.5,o 4,gasura[stone]N,{na₄}ga-sur,,,P250103,5
54,P251429.1,1,narua[stele]N,{na₄}na-ru₂-a,,,P251429,1
55,P251429.2,2,{na₄}na-me-a[NA]NA,{na₄}na-me-a,,,P251429,2
56,P251429.3,3,na[pestle]N zagin[lapis]N,{na₄}na za-gin₃,,,P251429,3
57,P253065.4,o 1,x{ku₆}[NA]NA,x{ku₆},,,P253065,4
58,P253065.5,o 2,x{ku₆}[NA]NA,x{ku₆},,,P253065,5
59,P253065.6,o 3,uga[fish]N,uga{ku₆},,,P253065,6
60,P253065.7,o 4,gir[fish]N,gir{+gi-rum}{ku₆},,,P253065,7
61,P253065.8,o 5,x{ku₆}[NA]NA,x{ku₆},,,P253065,8
62,P253065.9,o 6,x{ku₆}[NA]NA,x{ku₆},,,P253065,9
63,P253065.10,o 7,x[NA]NA {+x-ku-rum}x{ku₆}[NA]NA,x {+x-ku-rum}x{ku₆},,,P253065,10
64,P253065.11,o 8,nigugu[fish]N,ni₂-gu₇-gu₇{+ni₂-ga-ku}{ku₆},,,P253065,11
65,P253065.12,o 9,balgi[turtle]N,ba-al-gi{ku₆},,,P253065,12
66,P253065.13,o 10,balgi[turtle]N tur[small]V/i,ba-al-gi tur{ku₆},,,P253065,13
67,P253065.14,o 11,niŋbuna[turtle]N,niŋ₂-bun₂-na{+ni-ib₂-na}{ku₆},,,P253065,14
68,P253065.15,o 12,x-x{+AŠ-al}{ku₆}[NA]NA,x-x{+AŠ-al}{ku₆},,,P253065,15
69,P253065.16,o 13,x{ku₆}[NA]NA,x{ku₆},,,P253065,16
70,P253065.17,o 14,x{ku₆}[NA]NA,x{ku₆},,,P253065,17
71,P253065.18,o 15,x{ku₆}[NA]NA,x{ku₆},,,P253065,18
72,P253236.4,,,,13,line,P253236,4
73,P253236.5,a i 14,dušia[stone]N,{na₄}du₈-ši-a,,,P253236,5
74,P253236.6,a i 15,kišib[seal]N dušia[stone]N,{na₄}kišib du₈-ši-a,,,P253236,6
75,P253236.7,a i 16,lagab[block]N dušia[stone]N,{na₄}lagab du₈-ši-a,,,P253236,7
76,P253236.8,a i 17,ellaŋ[bead]N dušia[stone]N,{na₄}ellaŋ₂ du₈-ši-a,,,P253236,8
77,P253236.9,a i 18,{na₄}x-x[NA]NA dušia[stone]N,{na₄}x-x du₈-ši-a,,,P253236,9
78,P253236.10,a i 19,daggaz[block]N dušia[stone]N,{na₄}da-gaz du₈-ši-a,,,P253236,10
79,P253236.11,a i 20,{na₄}x[NA]NA dušia[stone]N,{na₄}x du₈-ši-a,,,P253236,11
80,P253236.12,a i 21,dušia[stone]N Marhaši[1]GN,{na₄}du₈-ši-a mar-ha-ši,,,P253236,12
81,P253236.13,a i 22,zagin[lapis]N,{na₄}za-gin₃,,,P253236,13
82,P253236.14,a i 23,zagin[lapis]N duru[wet]V/i,{na₄}za-gin₃ duru₅,,,P253236,14
83,P253236.15,a i 24,zagin[lapis]N duru[wet]V/i,{na₄}za-gin₃ duru₅,,,P253236,15
84,P253236.16,a i 25,zagin[lapis]N zala[smashed]N,{na₄}za-gin₃ za₃-la₂-la₂,,,P253236,16
85,P253236.17,a i 26,zagin[lapis]N gu[neck]N tum[dove]N,{na₄}za-gin₃ gu₂ tum₁₂{mušen},,,P253236,17
86,P253236.18,a i 27,zagin[lapis]N lub[turnip]N,{na₄}za-gin₃ lu-ub₂{sar},,,P253236,18
87,P253236.19,a i 28,ad[bead]N zagin[lapis]N,{na₄}ad za-gin₃,,,P253236,19
88,P253236.20,a i 29,adtab[~harness]N zagin[lapis]N,{na₄}ad-tab za-gin₃,,,P253236,20
89,P253236.21,a i 30,ad[bead]N gu[neck]N zagin[lapis]N,{na₄}ad gu₂ za-gin₃,,,P253236,21
90,P253236.22,a i 31,ŋešdili[string-of-beads]N zagin[lapis]N,{na₄}ŋeš-dili za-gin₃,,,P253236,22
91,P253236.23,a i 32,bulug[needle]N zagin[lapis]N,mu-lu-ug za-gin₃,,,P253236,23
92,P253236.24,a i 33,niŋtag[cut]N zagin[lapis]N,{na₄}niŋ₂-tag-ga za-gin₃,,,P253236,24
93,P253236.25,a i 34,lammar[deity]N zagin[lapis]N,{na₄}{d}lamma za-gin₃,,,P253236,25
94,P253236.26,a i 35,alan[statue]N zagin[lapis]N,{na₄}alan za-gin₃,,,P253236,26
95,P253236.27,a i 36,sum[beard]N zagin[lapis]N,{na₄}sum₄ za-gin₃,,,P253236,27
96,P253236.28,a i 37,igi[eye]N zagin[lapis]N,{na₄}igi za-gin₃,,,P253236,28
97,P253236.29,a i 38,sigigi[eyebrow]N zagin[lapis]N,{na₄}sig₇-igi za-gin₃,,,P253236,29
98,P253236.30,a i 39,huwawa[monster]N zagin[lapis]N,{na₄}hu-wa-wa za-gin₃,,,P253236,30
99,P253236.31,a i 40,bizaza[frog]N zagin[lapis]N,{na₄}bi₂-za-za za-gin₃,,,P253236,31
100,P253236.32,,,,rest,column,P253236,32
101,P253236.34,,,,1,line,P253236,34
102,P253236.35,a ii 2,kišib[seal]N gug[carnelian]N,{na₄}kišib gug,,,P253236,35
103,P253236.36,a ii 3,lagab[block]N gug[carnelian]N,{na₄}lagab gug,,,P253236,36
104,P253236.37,a ii 4,ellaŋ[bead]N gug[carnelian]N,{na₄}ellaŋ₂ gug,,,P253236,37
105,P253236.38,a ii 5,nir[stone]N,{na₄}nir₂,,,P253236,38
106,P253236.39,a ii 6,nir[stone]N x[NA]NA,{na₄}nir₂ x,,,P253236,39
107,P253236.40,a ii 7,nir[stone]N x[NA]NA,{na₄}nir₂ x,,,P253236,40
108,P253236.41,a ii 8,nir[stone]N x[NA]NA,{na₄}nir₂ x,,,P253236,41
109,P253236.42,a ii 9,nir[stone]N x[NA]NA,{na₄}nir₂ x,,,P253236,42
110,P253236.43,a ii 10,nir[stone]N x[NA]NA,{na₄}nir₂ x,,,P253236,43
111,P253236.44,a ii 11,nir[stone]N x[NA]NA,{na₄}nir₂ x,,,P253236,44
112,P253236.45,a ii 12,nir[stone]N x[NA]NA,{na₄}nir₂ x,,,P253236,45
113,P253236.46,a ii 13,nir[stone]N x[NA]NA,{na₄}nir₂ x,,,P253236,46
114,P253236.47,a ii 14,kišib[seal]N nir[stone]N,{na₄}kišib nir₂,,,P253236,47
115,P253236.48,a ii 15,lagab[block]N nir[stone]N,{na₄}lagab nir₂,,,P253236,48
116,P253236.49,a ii 16,ellaŋ[bead]N nir[stone]N,{na₄}ellaŋ₂ nir₂,,,P253236,49
117,P253236.50,a ii 17,šuba[stone]N,{na₄}šuba,,,P253236,50
118,P253236.51,a ii 18,šuba[stone]N x[NA]NA,{na₄}šuba x,,,P253236,51
119,P253236.52,a ii 19,šuba[stone]N x[NA]NA,{na₄}šuba x,,,P253236,52
120,P253236.53,,,,rest,column,P253236,53
121,P253236.55,,,,beginning,column,P253236,55
122,P253236.56,,,,5,line,P253236,56
123,P253236.57,a iii 6',marhali[stone]N,{na₄}mar-ha-lum,,,P253236,57
124,P253236.58,a iii 7',marhuša[stone]N,{na₄}mar-hu-ša,,,P253236,58
125,P253236.59,a iii 8',bur[bowl]N,{na₄}bur,,,P253236,59
126,P253236.60,a iii 9',bur[bowl]N izaga[oil]N,{na₄}bur i₃-zag-ga,,,P253236,60
127,P253236.61,a iii 10',bur[bowl]N šu[hand]N,{na₄}bur šu,,,P253236,61
128,P253236.62,a iii 11',bur[bowl]N marhali[stone]N,{na₄}bur mar-ha-lum,,,P253236,62
129,P253236.63,a iii 12',bur[bowl]N marhuša[stone]N,{na₄}bur mar-hu-ša,,,P253236,63
130,P253236.64,a iii 13',imbabbar[gypsum]N,{na₄}im-babbar₂,,,P253236,64
131,P253236.65,a iii 14',kišib[seal]N imbabbar[gypsum]N,{na₄}kišib im-babbar₂,,,P253236,65
132,P253236.66,a iii 15',lagab[block]N imbabbar[gypsum]N,{na₄}lagab im-babbar₂,,,P253236,66
133,P253236.67,a iii 16',haštum[stone]N,{na₄}haš₂-tum,,,P253236,67
134,P253236.68,a iii 17',kišib[seal]N haštum[stone]N,{na₄}kišib haš₂-tum,,,P253236,68
135,P253236.69,a iii 18',lagab[block]N haštum[stone]N,{na₄}lagab haš₂-tum,,,P253236,69
136,P253236.70,a iii 19',anzugulme[stone]N,{na₄}an-za-gul-me,,,P253236,70
137,P253236.71,a iii 20',kišib[seal]N anzugulme[stone]N,{na₄}kišib an-za-gul-me,,,P253236,71
138,P253236.72,a iii 21',lagab[block]N anzugulme[stone]N,{na₄}lagab an-za-gul-me,,,P253236,72
139,P253236.73,a iii 22',imanak[stone]N,{na₄}im-an-na,,,P253236,73
140,P253236.74,a iii 23',alliga[stone]N,{na₄}al-li₂-ga,,,P253236,74
141,P253236.75,a iii 24',saŋ[head]N sikil[pure]V/i,{na₄}saŋ sikil,,,P253236,75
142,P253236.76,a iii 25',na[stone]N mupada[gift]N,na₄ mu-pad₃-da,,,P253236,76
143,P253236.77,,,,1,line,P253236,77
144,P253236.78,a iii 27',nunuz[egg]N,{na₄}nunuz,,,P253236,78
145,P253236.79,a iii 28',nunuztaba[necklace?]N,{na₄}nunuz-tab-ba,,,P253236,79
146,P253236.80,a iii 29',nunuz[egg]N babbar[white]V/i,{na₄}nunuz babbar,,,P253236,80
147,P253236.81,a iii 30',nunuz[egg]N giggi[black]V/i,{na₄}nunuz giggi,,,P253236,81
148,P253236.82,,,,rest,column,P253236,82
149,P253236.85,,,,beginning,column,P253236,85
150,P253236.86,,,,4,line,P253236,86
151,P253236.87,b i 5',gasura[stone]N,{na₄}ka-sur-ra,,,P253236,87
152,P253236.88,b i 6',{na₄}x-x-zum[NA]NA,{na₄}x-x-zum,,,P253236,88
153,P253236.89,b i 7',kurgaranum[stone]N,{na₄}kur-ga-ra-nu-um,,,P253236,89
154,P253236.90,b i 8',abalaʾe[stone]N,{na₄}a-bala,,,P253236,90
155,P253236.91,b i 9',na[stone]N aš[one]NU gun[load]N,na₄ aš gun₂,,,P253236,91
156,P253236.92,b i 10',na[stone]N ninnu[fifty]NU mana[unit]N,na₄ ninnu ma-na,,,P253236,92
157,P253236.93,b i 11',na[stone]N nimin[forty]NU mana[unit]N,na₄ nimin ma-na,,,P253236,93
158,P253236.94,b i 12',na[stone]N ušu[thirty]NU mana[unit]N,na₄ ušu₃ ma-na,,,P253236,94
159,P253236.95,b i 13',na[stone]N niš[twenty]NU mana[unit]N,na₄ niš ma-na,,,P253236,95
160,P253236.96,b i 14',na[stone]N u[ten]NU mana[unit]N,na₄ u ma-na,,,P253236,96
161,P253236.97,b i 15',na[stone]N ya[five]NU mana[unit]N,na₄ ia₂ ma-na,,,P253236,97
162,P253236.98,b i 16',na[stone]N diš[one]NU mana[unit]N,na₄ diš ma-na,,,P253236,98
163,P253236.99,b i 17',na[stone]N sa[half]N mana[unit]N,na₄ sa₉ ma-na,,,P253236,99
164,P253236.100,b i 18',na[stone]N šušana[fraction]N mana[unit]N,na₄ šušana ma-na,,,P253236,100
165,P253236.101,b i 19',na[stone]N u[ten]NU giŋ[unit]N,na₄ u giŋ₄,,,P253236,101
166,P253236.102,b i 20',na[stone]N ya[five]NU giŋ[unit]N,na₄ ia₂ giŋ₄,,,P253236,102
167,P253236.103,b i 21',na[stone]N diš[one]NU giŋ[unit]N,na₄ diš giŋ₄,,,P253236,103
168,P253236.104,b i 22',na[stone]N sa[half]N giŋ[unit]N,na₄ sa₉ giŋ₄,,,P253236,104
169,P253236.105,b i 23',na[stone]N šušana[fraction]N giŋ[unit]N,na₄ šušana giŋ₄,,,P253236,105
170,P253236.106,b i 24',na[stone]N igi[eye]N limmu[four]NU ŋal[be]V/i,na₄ igi limmu₅ ŋal₂,,,P253236,106
171,P253236.107,b i 25',na[stone]N igi[eye]N aš[six]NU ŋal[be]V/i,na₄ igi aš₃ ŋal₂,,,P253236,107
172,P253236.108,b i 26',na[stone]N 22.1/2[NA]NA še[barley]N,na₄ 22.1/2 še,,,P253236,108
173,P253236.109,b i 27',na[stone]N niš[twenty]NU še[barley]N,na₄ niš še,,,P253236,109
174,P253236.110,b i 28',na[stone]N 15[NA]NA še[barley]N,na₄ 15 še,,,P253236,110
175,P253236.111,b i 29',na[stone]N u[ten]NU še[barley]N,na₄ u še,,,P253236,111
176,P253236.112,b i 30',na[stone]N ya[five]NU še[barley]N,na₄ ia₂ še,,,P253236,112
177,P253236.113,b i 31',u[grass]N,u₂,,,P253236,113
178,P253236.114,b i 32',ligi[plant]N,{u₂}li-gi₄,,,P253236,114
179,P253236.115,b i 33',liligi[plant]N,{u₂}li-li-gi₄,,,P253236,115
180,P253236.116,b i 34',{u₂}bur-bur₂[NA]NA,{u₂}bur-bur₂,,,P253236,116
181,P253236.117,b i 35',bur[grass]N,{u₂}bur₂,,,P253236,117
182,P253236.118,b i 36',{u₂}NUMUN₂[NA]NA,{u₂}NUMUN₂,,,P253236,118
183,P253236.119,b i 37',{u₂}NUMUN₂[NA]NA,{u₂}NUMUN₂,,,P253236,119
184,P253236.120,b i 38',{u₂}NUMUN₂-x[NA]NA,{u₂}NUMUN₂-x,,,P253236,120
185,P253236.121,b i 39',kul[plant]N,{u₂}kul-la,,,P253236,121
186,P253236.122,b i 40',KI.KAL[grasses]N,{u₂}|KI.KAL|,,,P253236,122
187,P253236.123,b i 41',ribba[plant]N,{u₂}rib-ba,,,P253236,123
188,P253236.124,,,,1,line,P253236,124
189,P253236.125,b i 43',amharu[plant]N,{u₂}am-ha-ra,,,P253236,125
190,P253236.126,b i 44',amharu[plant]N,{u₂}am-ha-ra,,,P253236,126
191,P253236.127,b i 45',kazal[plant]N,ka-zal-zal,,,P253236,127
192,P253236.129,,,,8,line,P253236,129
193,P253236.130,b ii 9,amani[plant]N,{u₂}ama-ni,,,P253236,130
194,P253236.131,b ii 10,dumuni[plant]N,{u₂}dumu-ni,,,P253236,131
195,P253236.132,b ii 11,niŋamani[plant]N,{u₂}niŋ₂-ama-ni,,,P253236,132
196,P253236.133,b ii 12,niŋurum[plant]N,{u₂}niŋ₂-u₂-rum,,,P253236,133
197,P253236.134,b ii 13,kasala[plant]N,{u₂}ku-sal-la,,,P253236,134
198,P253236.135,b ii 14,iškur[plant]N,{u₂}{d}iškur,,,P253236,135
199,P253236.136,b ii 15,šakira[plant]N,{u₂}šakira₃,,,P253236,136
200,P253236.137,b ii 16,munzer[licorice]N,{u₂}munzer-ra,,,P253236,137
201,P253236.138,b ii 17,{u₂}x[NA]NA,{u₂}x,,,P253236,138
202,P253236.139,b ii 18,u[grass]N Dimme[1]DN,u₂ {d}dim₃-me,,,P253236,139
203,P253236.140,b ii 19,kamušeguʾe[plant]N,{u₂}ka-muš-e-gu₇-a,,,P253236,140
204,P253236.141,b ii 20,u[grass]N utud[bear]V/t,u₂ u₃-tud,,,P253236,141
205,P253236.142,b ii 21,u[grass]N utud[bear]V/t,u₂ tud,,,P253236,142
206,P253236.143,b ii 22,mug[aromatic]N,{u₂}nu-ug,,,P253236,143
207,P253236.144,b ii 23,lub[turnip]N hab[malodorous]V/i,{u₂}lu-ub₂{sar} hab₂-hab₂,,,P253236,144
208,P253236.145,b ii 24,nugig[plant]N,{u₂}nu-gig,,,P253236,145
209,P253236.146,b ii 25,sudin[plant]N,{u₂}su-din,,,P253236,146
210,P253236.147,b ii 26,penzer[cobweb]N,{u₂}pe-ze₂-er,,,P253236,147
211,P253236.148,b ii 27,{u₂}KU-saŋ[NA]NA,{u₂}KU-saŋ,,,P253236,148
212,P253236.149,,,,2,line,P253236,149
213,P253236.150,b ii 30,sikil[plant]N,{u₂}sikil,,,P253236,150
214,P253236.151,b ii 31,kubullum[foodstuff]N,{u₂}ku-bu-ul,,,P253236,151
